flowers,fruits,leaves,coreid,accessuri,basisofrecord,class_,continent,country,county,dynamicproperties,eventdate,family,fieldnotes,genus,kingdom,locality,occurrenceremarks,order_,phylum,reproductivecondition,scientificname,specificepithet,stateprovince,geopoint,split,buds,old_flowers,old_fruits,name
1,1,1,e71c9a4e-e444-4a3e-b489-e31f9fd11168,https://botanydb.colorado.edu/COLO_V/00587/00587923.jpg,preservedspecimen,magnoliopsida,north america,united states,kiowa,,2000-05-21,polemoniaceae,,ipomopsis,plantae,four miles southwest of haswell.,"Floristic Survey of Lincoln, Kit Carson, Cheyenne, and Kiowa Counties, Colorado.",ericales,tracheophyta,Flr & Frt,ipomopsis laxiflora,laxiflora,colorado,"{""lat"": 38.4075421, ""lon"": -103.2278158}",test,,1,1,e71c9a4e-e444-4a3e-b489-e31f9fd11168.jpg
0,1,1,729ba5d3-efa2-450a-9f70-db8bd539a429,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0105/ASU0105549_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa,,1998-12-31,buxaceae,,buxus,plantae,"campus of arizona state university, on north side of memorial union.","Japanese Boxwood Shrub, ca. 1 m. tall. Leaves waxy with white midvein. Sessile clusters of brown fruits/flowers noted.",buxales,tracheophyta,,buxus microphylla,microphylla,arizona,"{""lat"": 33.418791, ""lon"": -111.934438}",test,U,0,1,729ba5d3-efa2-450a-9f70-db8bd539a429.jpg
1,0,1,710d7998-091e-4cbe-87c4-b85cadbfb26f,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00070/DES00070004_lg.jpg,preservedspecimen,,north america,united states,coconino county,,2010-07-01,oxalidaceae,,oxalis,plantae,"coconino national forest. barbershop canyon, quail spring",,oxalidales,magnoliophyta,flowers,oxalis stricta,stricta,arizona,"{""lat"": 34.53228023191025, ""lon"": -111.16741214082768}",test,,1,0,710d7998-091e-4cbe-87c4-b85cadbfb26f.jpg
U,U,1,078caff1-31a6-4798-a1b2-e076aac2860b,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00068/DES00068899_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pinal county,foetid smelling herb. locally common,2008-10-16,amaranthaceae,,chenopodium,plantae,"tonto national forest; picketpost mtn. quad; hewitt canyon up from fs road 1904, about 2 miles north of roblas butte","Foetid smelling herb, locally common.",caryophyllales,tracheophyta,Flowering,chenopodium neomexicanum,neomexicanum,arizona,"{""lat"": 33.32787, ""lon"": -111.1903}",test,,U,U,078caff1-31a6-4798-a1b2-e076aac2860b.jpg
1,1,1,47fedc6d-74ab-4885-995f-f4ea18a4e148,http://mam.ansp.org/image/CM/Fullsize/394/CM394380.jpg,preservedspecimen,magnoliopsida,north america,united states,westmoreland,,1994-09-02,polemoniaceae,,phlox,plantae,"sewickley township, 0.5 mi nw of cowansburg & lowber road along tributary of little sewickley creek",,ericales,tracheophyta,"fl,fr",phlox paniculata,paniculata,pennsylvania,"{""lat"": 40.2613888889, ""lon"": -79.7561111111}",test,1,1,1,47fedc6d-74ab-4885-995f-f4ea18a4e148.jpg
U,U,1,b3b9b431-731f-49a3-b3c0-724ce409c36a,http://storage.idigbio.org/mor/aquatic/00069/0069874MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,ouachita,,1988-07-07,hydrocharitaceae,,najas,plantae,in edge of cheniere lake at area 7 off la.838 southwest of west monroe.,Collected with an Aquatic Plants Class.,alismatales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,najas guadalupensis,guadalupensis,louisiana,,test,U,U,U,b3b9b431-731f-49a3-b3c0-724ce409c36a.jpg
U,U,1,ac806ca0-6719-446c-8916-43a9a3fbb677,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00083/DES00083385_lg.jpg,preservedspecimen,magnoliopsida,north america,mexico,sahuaripa,,2005-10-30,tamaricaceae,,tamarix,plantae,"en reserva de jaguares los pavos ca. de 1.5 km al ne de estacion de campo, en tanque de agua las tierritas.","Universidad de Sonora, Desert Botanical Garden, Northern Jaguar Project and Texas Christian University; Aruto 2.5 m de alto, 2.5m de ancho. Inflorescencia rosada. Comun a la sombra de Quercus.",caryophyllales,tracheophyta,Flores,tamarix ramosissima,ramosissima,sonora,"{""lat"": 29.492917, ""lon"": -109.187383}",test,,U,U,ac806ca0-6719-446c-8916-43a9a3fbb677.jpg
1,1,1,08e58643-d9cc-4026-b64a-06f7a42a7dea,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00075/DES00075147_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pima county,,2013-04-13,brassicaceae,,erysimum,plantae,"tortolita mountains, blm parcel at northeast end of tortolita mountain park","Ravine bottom, Slope 20%, Aspect northeast, sunny location; 1.2 m, single stemmed, leaves alternate and linear. Inforescence with several racemose branches, flowers yellow",brassicales,tracheophyta,Flower,erysimum capitatum,capitatum,arizona,"{""lat"": 32.50213, ""lon"": -111.0512}",test,,1,1,08e58643-d9cc-4026-b64a-06f7a42a7dea.jpg
0,1,1,1f7f7fd6-0bce-4dc8-8374-1eb75c00d8eb,https://bisque.cyverse.org/image_service/image/00-Yxo3jQPZDr2JFvhLMtNuuG/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,yancey,,1940-08-09,ericaceae,,vaccinium,plantae,between camp wilson and camp alice; mt. mitchell,,ericales,tracheophyta,fruiting,vaccinium erythrocarpum,erythrocarpum,north carolina,"{""lat"": 35.758172, ""lon"": -82.267344}",test,0,0,1,1f7f7fd6-0bce-4dc8-8374-1eb75c00d8eb.jpg
1,0,1,a2aa95de-92cf-49da-9adf-cc5b2b15da30,http://storage.idigbio.org/mor/aquatic/00001/0001389MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,cook,,1978-04-27,sapindaceae,,acer,plantae,"at the southeast edge of elgin, south of the bluff city cemetery.",,sapindales,tracheophyta,Flower: Y Fruit: N Vegetation: N Bud: N,acer negundo var. violaceum,negundo,illinois,,test,,1,0,a2aa95de-92cf-49da-9adf-cc5b2b15da30.jpg
1,0,1,ad4a3ee1-3f50-43b4-9cae-fc8ddb03cd5c,https://bisque.cyverse.org/image_service/00-czSXE5fPLTna8hFcJTXEhW,preservedspecimen,magnoliopsida,north america,united states,hampshire,,1874-06-30,primulaceae,,lysimachia,plantae,na,,ericales,tracheophyta,,lysimachia quadriflora,quadriflora,massachusetts,"{""lat"": 42.36447, ""lon"": -72.50686}",test,,1,0,ad4a3ee1-3f50-43b4-9cae-fc8ddb03cd5c.jpg
1,1,1,5670535e-7b0c-4ab0-b193-c182f59e9276,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00069/DES00069194_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2010-09-27,rosaceae,,ivesia,plantae,kaibab national forest. tule tank canyon (tule tank canyon is a western tributary to sycamore canyon).,,rosales,tracheophyta,flowers,ivesia multifoliolata,multifoliolata,arizona,"{""lat"": 35.040432, ""lon"": -112.07605}",test,,1,1,5670535e-7b0c-4ab0-b193-c182f59e9276.jpg
1,0,0,5ec3806d-f6ba-4699-908f-73e1bb2f3723,http://storage.idigbio.org/mor/aquatic/00024/0024796MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,cook,,1978-04-27,salicaceae,,salix,plantae,"at the southeast edge of elgin, south of the bluff city cemetery.",Shrub,malpighiales,tracheophyta,Flower: Y Fruit: N Vegetation: N Bud: N,salix discolor var. latifolia,planifolia,illinois,,test,U,1,0,5ec3806d-f6ba-4699-908f-73e1bb2f3723.jpg
1,U,1,d6b38b15-88cf-4979-86b4-7183a47638f0,http://mam.ansp.org/image/CM/Fullsize/027/CM027318.jpg,preservedspecimen,liliopsida,north america,united states,unknown,,1885-07-11,nartheciaceae,,aletris,plantae,between cape may & philadelphia,,dioscoreales,tracheophyta,fl-fr,aletris farinosa,farinosa,new jersey,"{""lat"": 39.479369, ""lon"": -74.893163}",test,,1,U,d6b38b15-88cf-4979-86b4-7183a47638f0.jpg
0,0,1,61fe6905-4a33-402b-a82c-4a11e5466373,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0001000/TAC01864.jpg,preservedspecimen,,north america,united states,brown,,1966-06-04,euphorbiaceae,,poinsettia,plantae,"brownwood, texas",,malpighiales,magnoliophyta,sterile,poinsettia dentata,dentata,texas,,test,,0,0,61fe6905-4a33-402b-a82c-4a11e5466373.jpg
U,U,1,00069a5b-a6e4-4c66-9e85-badb6f4935a9,http://mediaphoto.mnhn.fr/media/1441302282971N9OecjlTFZlS7fDN,preservedspecimen,magnoliopsida,africa,cameroon,,,1973-6-26,piperaceae,"Perennial herb growing to 1.5 m high with dichotomous branching leaves heart-shaped, nerves unting at tip. Inflor. A condensed spike",piper,plantae,,,piperales,tracheophyta,,piper capense l.f.,,,,test,,U,U,00069a5b-a6e4-4c66-9e85-badb6f4935a9.jpg
1,0,1,32284566-7390-4361-bc64-b6ac679f1f73,https://bisque.cyverse.org/image_service/image/00-nVfHVae6yvQ5v6bCXntc4M/resize:4000/format:jpeg,preservedspecimen,liliopsida,north america,united states,johnson,,,colchicaceae,,uvularia,plantae,,,liliales,tracheophyta,,uvularia perfoliata,perfoliata,kentucky,,test,0,1,0,32284566-7390-4361-bc64-b6ac679f1f73.jpg
0,0,1,d46bcf00-43ba-4a66-a4bf-d287895bc5f6,http://mam.ansp.org/image/DOV/Fullsize/0013/DOV0013575.jpg,preservedspecimen,magnoliopsida,north america,united states,chester,,2016-03-10,buxaceae,,buxus,plantae,"kennett square, longwood gardens",plant in bud/flowering,buxales,tracheophyta,,buxus sempervirens,sempervirens,pennsylvania,,test,0,0,0,d46bcf00-43ba-4a66-a4bf-d287895bc5f6.jpg
1,0,1,3b504a34-88e3-450a-9c4f-43f219f1c5fa,https://soroherbaria.org/imglib/h_seinet/intermt/RMBL/RMBL0002/RMBL0002414_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,park,,1963-06-23,onagraceae,,oenothera,plantae,halfway between glentivar and wilkerson pass.,,myrtales,tracheophyta,Flower,oenothera coronopifolia,coronopifolia,colorado,"{""lat"": 39.047946, ""lon"": -105.56130400000002}",test,,1,0,3b504a34-88e3-450a-9c4f-43f219f1c5fa.jpg
0,0,1,d627f06a-b65b-4e19-a672-f91478a3b9af,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0005000/TAC05950.jpg,preservedspecimen,magnoliopsida,north america,united states,mills,,2014-10-10,juglandaceae,,carya,plantae,"timberlake ranch in the bottomland forest along the texas colorado river. gps in area: 31.25725 n, 98.60069 w in nad83.","Rare.; 15 m tall, >1 m diameter.",fagales,tracheophyta,sterile,carya illinoinensis,illinoiensis,texas,"{""lat"": 31.25725, ""lon"": -98.60069}",test,0,0,0,d627f06a-b65b-4e19-a672-f91478a3b9af.jpg
1,1,1,fc0fa519-6870-4961-a8d8-fb1aa5f22fe2,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00059/DES00059472_lg.jpg,preservedspecimen,,north america,united states,san diego county,,2005-04-09,portulacaceae,,calandrinia,plantae,"corral canyon; cleveland national forest; south of los pinos mountain and northwest of lake murray, near the road for the ohv area.","Square: S20.; Prostrate annual, flowers magenta; uncommon.",caryophyllales,magnoliophyta,flower,calandrinia ciliata,ciliata,california,"{""lat"": 32.7142, ""lon"": -116.5869}",test,0,1,1,fc0fa519-6870-4961-a8d8-fb1aa5f22fe2.jpg
U,U,1,010958e6-77bd-4097-8fdd-f1c24c92ef5f,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00013/DES00013740_lg.jpg,preservedspecimen,liliopsida,north america,united states,tucker,,1970-09-20,cyperaceae,,carex,plantae,"tucker county: blackwater river rt. 32, cansan valley.",,poales,tracheophyta,Flowering,carex vulpinoidea,vulpinoidea,west virginia,"{""lat"": 39.091916, ""lon"": -79.56636}",test,,U,U,010958e6-77bd-4097-8fdd-f1c24c92ef5f.jpg
0,1,1,672e3ce9-60f5-453f-8249-e899c9b990fd,https://cdn.plantatlas.org/img/specimens/USF/213680.jpg,preservedspecimen,magnoliopsida,north america,dominica,st. mark par.,"{""habit"":""Tree 20 ft.; fruit green, firm, 1-seeded; sap pale yellow, gummy; leaves leathery.""}",1992-08-03,calophyllaceae,,calophyllum,plantae,"soufriere, vicinity of the sulphur spring.",,malpighiales,tracheophyta,,calophyllum antillanum,antillanum,,,test,0,0,1,672e3ce9-60f5-453f-8249-e899c9b990fd.jpg
U,U,1,eb75811f-f039-4210-9f49-49cbb5359d85,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0000000/TAC00388.jpg,preservedspecimen,magnoliopsida,north america,united states,kleberg,,1998-01-17,amaranthaceae,,blutaparon,plantae,"padre island national seashore, bird island basin study site",abundant,caryophyllales,tracheophyta,Flowering,blutaparon vermiculare,vermiculare,texas,"{""lat"": 27.466333, ""lon"": -97.312833}",test,,U,U,eb75811f-f039-4210-9f49-49cbb5359d85.jpg
1,1,1,1f2a1704-5f54-40b0-8acf-136f0d19b86d,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00082/DES00082901_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,1999-09-02,asteraceae,,petradoria,plantae,"kaibab national forest, marble canyon viewpoint.","Locally common herbaceous perennial from strong caudex, florets yellow.",asterales,tracheophyta,Flowers,petradoria pumila var. graminea,pumila,arizona,"{""lat"": 36.401983, ""lon"": -112.06175}",test,,1,1,1f2a1704-5f54-40b0-8acf-136f0d19b86d.jpg
1,1,1,320fad09-6702-4ef9-a35d-485a579badc3,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00084/DES00084671_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pima county,,2017-08-26,malvaceae,,anoda,plantae,"las cienegas national conservation area, empire cienega",Common annual in the cienega; Petals light purple.,malvales,tracheophyta,flowers,anoda cristata,cristata,arizona,"{""lat"": 31.800699, ""lon"": -110.58487}",test,,1,1,320fad09-6702-4ef9-a35d-485a579badc3.jpg
0,1,1,d7b0c3bb-c238-40a5-838c-4e89bb7aa1d7,http://mediaphoto.mnhn.fr/media/1452565706681Gf3XGlsdlAvCM0Dd,preservedspecimen,magnoliopsida,,nouvelle-calédonie,,,2010-11-14,proteaceae,Arbre ht. : 4 mètres. Fruit vert,beauprea,plantae,,,proteales,tracheophyta,,beauprea comptonii s.moore,comptonii,,"{""lat"": -20.52889, ""lon"": 164.6925}",test,,0,1,d7b0c3bb-c238-40a5-838c-4e89bb7aa1d7.jpg
1,1,1,592a9be7-e2b2-41e7-8c1f-969bf0eb6d54,http://purl.dlib.indiana.edu/iudl/herbarium/full/IND-0104233,preservedspecimen,magnoliopsida,north america,united states,monroe,,1959-06-18,solanaceae,,capsicum,plantae,indiana university greenhouses.,"(Cb1 × C36); Parental seeds from Louisiana and Vera Cruz, Mexico. Pollen viability 55.0%.",solanales,tracheophyta,,capsicum annuum var. glabriusculum,annuum,indiana,,test,,1,1,592a9be7-e2b2-41e7-8c1f-969bf0eb6d54.jpg
0,0,1,57adc163-5697-4084-9f68-20655d18ac8d,https://www.eiu.edu/booth/herbarium/jpg/202002/EIU028069.jpg,preservedspecimen,liliopsida,,micronesia,,,2008-03-11,asparagaceae,,cordyline,plantae,island of yap: colonia- roadside near al azuma's place,used to wrap food,asparagales,tracheophyta,vegetative,cordyline fruticosa,fruticosa,yap,"{""lat"": 9.5174, ""lon"": 138.1154}",test,,0,0,57adc163-5697-4084-9f68-20655d18ac8d.jpg
1,1,1,a9ed22db-d673-482c-b90e-31f44e405046,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00078/DES00078334_lg.jpg,preservedspecimen,magnoliopsida,north america,mexico,hermosillo,,2014-03-13,brassicaceae,,sisymbrium,plantae,"ejido san miguel, 23.0 km (by air) sw of hermosillo.",Rare annual; flowers yellow; at edge of wheat field.,brassicales,tracheophyta,flowers,sisymbrium irio,irio,sonora,"{""lat"": 28.93667, ""lon"": -111.16222}",test,0,1,1,a9ed22db-d673-482c-b90e-31f44e405046.jpg
0,0,1,e0c9ddec-2857-48dc-93d6-1cc1b7dbdaf0,https://bisque.cyverse.org/image_service/image/00-sd4XkYvf6cGQvYgHq2jSGG?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,fayette,,1992-07-02,magnoliaceae,,liriodendron,plantae,"harkin's lake, lot 29, hwy 81","Common Name: Yellow Poplar. Leaves have broad tip, base nearly straight, hairless, long-stalked. Bark; dark gray, thick and deeply furrowed.",magnoliales,tracheophyta,,liriodendron tulipifera,tulipifera,alabama,"{""lat"": 33.707656, ""lon"": -87.760054}",test,,0,0,e0c9ddec-2857-48dc-93d6-1cc1b7dbdaf0.jpg
0,0,1,dee7c4cb-7d48-4c7a-af20-ea784b94e1d2,https://bisque.cyverse.org/image_service/image/00-pqUVmFhcYi9ejtqcuziU4H/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,wake,,2001-06-10,theaceae,,stewartia,plantae,"raleigh. cultivated at north carolina state university arboretum, e18-1.",Acquisition #LP2001-027. Voucher for DNA extraction LP297.,ericales,tracheophyta,sterile,stewartia gemmata,sinensis,north carolina,"{""lat"": 35.7919, ""lon"": -78.698425}",test,,0,0,dee7c4cb-7d48-4c7a-af20-ea784b94e1d2.jpg
1,1,1,3c358247-6c26-467c-87c4-adf7c53fbbab,https://cdn.plantatlas.org/img/specimens/USF/174169.jpg,preservedspecimen,magnoliopsida,south america,brazil,curitiba mun.,"{""habit"":""Flor lilas, solo úmido.""}",1982-01-21,melastomataceae,,tibouchina,plantae,parque iguacu.,,myrtales,tracheophyta,Flower,tibouchina gracilis,gracilis,paraná,,test,,1,1,3c358247-6c26-467c-87c4-adf7c53fbbab.jpg
1,U,1,8542def5-c253-4b15-9d5f-2fab55445e43,http://sweetgum.nybg.org/images3/292/190/v-162-00331131.jpg,preservedspecimen,magnoliopsida,south america,brazil,jussari,,1998-11-21,rutaceae,,erythrochiton,plantae,"rod. jussari - palmira.  entrada ca. 7,5 km de jussari.  faz. teimoso.  rppn serra do teimoso.",Flores em álcool 70%.,sapindales,tracheophyta,,erythrochiton brasiliensis nees & mart.,brasiliensis,bahia,"{""lat"": -15.1581, ""lon"": -39.5286}",test,1,1,U,8542def5-c253-4b15-9d5f-2fab55445e43.jpg
0,1,1,0f8b60ae-4e8c-4742-a43f-7d4fc4bcb9a1,https://www.eiu.edu/booth/herbarium/jpg/202005/EIU036399.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2014-09-07,nyctaginaceae,,boerhavia,plantae,"tonto national forest; mesquite wash, tributary to sycamore creek off hwy 87.",,caryophyllales,tracheophyta,Flowering,boerhavia intermedia,triquetra,arizona,"{""lat"": 33.73058, ""lon"": -111.514076}",test,,0,1,0f8b60ae-4e8c-4742-a43f-7d4fc4bcb9a1.jpg
1,U,1,a210fd71-fb4b-44dd-81ef-cf9acd466bb9,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00078/DES00078435_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pima,,2014-11-01,asteraceae,,artemisia,plantae,"tortolita mountains, tortolita mountain park and blm land near rail x ranch rd.",Plants of the Tortolita Mountains.; Shrub with discolorous leaves.,asterales,tracheophyta,Flower,artemisia ludoviciana,ludoviciana,arizona,"{""lat"": 32.50150000000001, ""lon"": -111.01514}",test,,1,U,a210fd71-fb4b-44dd-81ef-cf9acd466bb9.jpg
1,F,1,11298d6c-de3f-407c-8c1b-372b4da1554c,https://bisque.cyverse.org/image_service/image/00-rboNU3ceenqS9yaDe8KUZJ?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,ouachita,,,montiaceae,,claytonia,plantae,,,caryophyllales,tracheophyta,,claytonia virginica,virginica,louisiana,,test,1,1,0,11298d6c-de3f-407c-8c1b-372b4da1554c.jpg
1,1,1,56555127-dc7b-4c7d-b750-0a0336a43414,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00075/DES00075930_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2013-05-09,fabaceae,,psorothamnus,plantae,"vermilion cliffs national monument/wilderness area, along packtrail to fisher spring.","Local, occasional woody shrub, flowers dark indigo.",fabales,tracheophyta,flowers,psorothamnus fremontii var. fremontii,fremontii,arizona,"{""lat"": 36.864173, ""lon"": -111.62989}",test,,1,1,56555127-dc7b-4c7d-b750-0a0336a43414.jpg
1,1,1,aa983176-3c5e-4700-9fdc-ac1e58cfeaab,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00068/DES00068593_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,riverside,,1995-05-01,polemoniaceae,,eriastrum,plantae,"sonoran (colorado) desert; coachella valley, nw corner of baristo rd. and el cielo rd., near cargo entrance to palm springs municipal airport (palm springs 7.5' q.)","Erect, much branched annual, 15-30 cm tall; fls. pale lavender, zygomorphic. Very abundant, common and conspicuous. Common throughout the NE side of Palm Springs.",ericales,tracheophyta,Flowering,eriastrum eremicum,eremicum,california,"{""lat"": 33.8197, ""lon"": -116.511}",test,,1,1,aa983176-3c5e-4700-9fdc-ac1e58cfeaab.jpg
1,1,1,0f3971a8-6c44-46aa-9f1e-e07237923428,https://intermountainbiota.org/imglib/h_seinet/seinet/KHD/KHD00001/KHD00001164_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,eagle,,1971-07-19,apiaceae,,pastinaca,plantae,2 miles west of basalt,", Condition: fair; Plants 1 meter or more tall.",apiales,tracheophyta,flower and fruit,pastinaca sativa,sativa,colorado,"{""lat"": 39.370222, ""lon"": -107.069724}",test,,1,1,0f3971a8-6c44-46aa-9f1e-e07237923428.jpg
1,0,1,3640278d-c8e0-40a9-a0be-e4261662eba4,http://purl.dlib.indiana.edu/iudl/herbarium/full/IND-0118960,preservedspecimen,magnoliopsida,north america,united states,monroe,,1978-00-00,martyniaceae,,proboscidea,plantae,indiana university experimental field.,"From seed collected by G. J. Gastony near Rio Rico housing development, 10 mi. NE of Nogales, Santa Cruz Co., Arizona.",lamiales,tracheophyta,,proboscidea parviflora subsp. parviflora,parviflora,indiana,,test,,1,0,3640278d-c8e0-40a9-a0be-e4261662eba4.jpg
1,0,1,7243e004-2429-426a-9091-f8b73b071c79,https://bisque.cyverse.org/image_service/image/00-yCBfbvosZpCaS7Q2mDroQb/resize:4000/format:jpeg,preservedspecimen,liliopsida,north america,united states,chatham county,,1986-04-09,smilacaceae,,smilax,plantae,basin rd.,Flora of Georgia,liliales,tracheophyta,,smilax laurifolia,laurifolia,georgia,,test,,1,0,7243e004-2429-426a-9091-f8b73b071c79.jpg
1,U,1,48c8c365-e989-4e42-b097-e15d7c22cfc6,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00082/DES00082386_lg.jpg,preservedspecimen,,north america,united states,san bernardino,,2015-03-27,asteraceae,,encelia,plantae,"29 palms marine base, ca 10 miles northeast of 29 palms.",,asterales,magnoliophyta,Flowers,encelia farinosa,farinosa,california,"{""lat"": 34.222669, ""lon"": -115.966952}",test,,1,U,48c8c365-e989-4e42-b097-e15d7c22cfc6.jpg
1,U,1,f8aa016b-c1fa-4fb3-b253-2d818971d528,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00062/DES00062862_lg.jpg,preservedspecimen,magnoliopsida,africa,south africa,,,1960-10-19,bruniaceae,,berzelia,plantae,"between malmesbury & darling, malmesbury district.","Polypodial from the base, the stems slender ca. 1 m tall; infl. with large pink glands; flowers white.",bruniales,tracheophyta,,berzelia abrotanoides,abrotanoides,cape province,"{""lat"": -33.433333, ""lon"": 18.55}",test,,1,U,f8aa016b-c1fa-4fb3-b253-2d818971d528.jpg
1,0,1,df63d703-0fb3-4814-b0b6-285668265dd2,https://cdn.plantatlas.org/img/specimens/USF/206711.jpg,preservedspecimen,magnoliopsida,north america,united states,gadsden co.,"{""habit"":""Local shrub ca. 10 ft. tall; leaves with anise aroma; flowers dark red-maroon, pendulous, somewhat foetid.""}",1992-03-21,schisandraceae,,illicium,plantae,"fl 270, e of crooked creek, ca. 8 mi. s of chattahoochee.",,austrobaileyales,tracheophyta,Flower,illicium floridanum,floridanum,florida,,test,1,1,0,df63d703-0fb3-4814-b0b6-285668265dd2.jpg
U,U,1,9ed861b2-10ad-4447-9f43-efcee57b2f89,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00069/DES00069660-2_lg.jpg,preservedspecimen,,north america,united states,coconino county,,2010-06-19,poaceae,,alopecurus,plantae,"main wash south of fern mountain, off fr 151","Perennial grass, 50 to 80 cm; infrequent - one local population.",poales,magnoliophyta,Flowering,alopecurus pratensis,pratensis,arizona,"{""lat"": 35.345167, ""lon"": -111.7405}",test,,U,U,9ed861b2-10ad-4447-9f43-efcee57b2f89.jpg
U,U,1,7f48e8bb-a80a-4b20-98f7-314e80a9aeac,http://storage.idigbio.org/mor/aquatic/00021/0021151MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,jasper,,1984-06-24,cyperaceae,,carex,plantae,"in low, wet woods on the s side of an e-w firelane, just to the w of 400 e rd., 2 1/2 mi s of tefft.","[Used for morphological analysis of Carex Section Ovales. Spring 2013, (2013 - 2016 NSF Grant #1255901)]",poales,tracheophyta,Flower: N Fruit: Y Vegetation: Y Bud: N,carex longii,longii,indiana,,test,,U,U,7f48e8bb-a80a-4b20-98f7-314e80a9aeac.jpg
U,U,1,80b05e82-b76e-4092-be3b-05631234fb93,http://storage.idigbio.org/mor/aquatic/00015/0015024MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,berrien,,1996-08-30,poaceae,,agrostis,plantae,"in a fallow field between prairie rd. and i-94, 1 mile s of youngren rd., harbert.",,poales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,agrostis gigantea,gigantea,michigan,,test,,U,U,80b05e82-b76e-4092-be3b-05631234fb93.jpg
1,U,1,53541204-6d95-4c06-98ae-490fd73fbea0,https://api.idigbio.org/v2/media/463462b665c14e1d18911f3327752ebd?size=fullsize,preservedspecimen,magnoliopsida,north america,united states,lake,,2001-08-24,asteraceae,,eupatorium,plantae,"waukegan beach, zion quad. occasional on low stabilized dunes.",Occasional,asterales,tracheophyta,Flower: N Fruit: Y Vegetation: Y Bud: N,eupatorium altissimum,altissimum,illinois,,test,0,1,U,53541204-6d95-4c06-98ae-490fd73fbea0.jpg
0,1,1,4ea29e75-41f8-425f-806d-9e2f56d02738,https://ngpherbaria.org/imglib/seinet/ngph/BHSC/BHSC0062/BHSC0062703_1581178678_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pennington,,1908-08-08,celastraceae,,celastrus,plantae,rapid city,,celastrales,tracheophyta,fruiting,celastrus scandens,scandens,south dakota,"{""lat"": 44.08056, ""lon"": -103.23056}",test,,0,1,4ea29e75-41f8-425f-806d-9e2f56d02738.jpg
0,1,1,3f791d9b-cbfb-4478-a507-64bcfb75e158,http://data.huh.harvard.edu/7ff6b6e8-9283-4c0e-b603-36e9307e7b21/image,preservedspecimen,magnoliopsida,north america,united states,cherokee county,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",1897-08-14,bignoniaceae,,campsis,plantae,[no additional data],,lamiales,tracheophyta,NotDetermined,campsis radicans (linnaeus) bureau,radicans,kansas,,test,,0,1,3f791d9b-cbfb-4478-a507-64bcfb75e158.jpg
